WBSEGMENT,BURPID,BURP Stream Name,SMI,SFI,SHI,WBAG 2 Score,SMI2,SFI2,SHI2,WBAG 3 Score
ID17040105SK003_03,2012SPOCA035,Tincup Creek,49.04419,38.70065,62,1.33,47,47,62,1.33
ID17040105SK003_03,2012SPOCA036,Tincup Creek,59.2577,94.06634,66,3,49,92,66,1.67
ID17040105SK003_03,2012SPOCA037,Tincup Creek,67.60487,73.87315,61,2.33,50,43,61,1.33
ID16010201BR003_02a,2012SPOCA038,Bailey Creek,58.20181,50,68,2,50,50,68,1.33
ID16010201BR022_02b,2012SPOCA039,Georgetown Creek,59.75345,50,75,2.33,61,100,75,2.67
ID17040207SK006_03,2012SPOCA040,Corral Creek,28.76469,0.03372172,30,0,43,61,30,1
ID17040207SK006_04,2012SPOCA041,Corral Creek,52.92248,25,66,0,67,85,66,2.33
ID17040105SK008_02d,2012SPOCA042,Crow Creek,51.29313,95.53501,42,2,55,94,42,1.67
ID17040105SK008_04,2012SPOCA043,Crow Creek,47.42009,90.21707,58,2,50,98,58,2
ID17040105SK008_03b,2012SPOCA044,Crow Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040105SK008_02a,2012SPOCA045,White Dugway Creek,55.78696,85.7545,68,2.67,35,97,68,1.67
ID17040220SK012_03,2012STWFA001,Soldier Creek,75.23681,89.48039,66,3,70,40,66,2.33
ID17040210SK007_02,2012STWFA002,Flat Canyon Creek,57.46718,NULL,43,2,53,NULL,43,1
ID17040210SK007_02,2012STWFA003,New Canyon Creek,64.56948,46.95966,48,1.67,71,78,48,2.33
ID17040210SK004_02,2012STWFA004,Connor Creek,73.10207,87.16441,69,3,71,67,69,2.33
ID17040210SK012_02,2012STWFA005,Almo Creek,86.30025,NULL,73,3,76,NULL,73,3
ID17040210SK006_03,2012STWFA006,Cottonwood Creek,81.9571,88.58363,72,3,83,70,72,2.67
ID17040210SK007_03,2012STWFA007,Cassia Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040210SK007_03,2012STWFA008,Cross Creek,79.60706,76.85168,79,2.67,81,73,79,2.67
ID17040210SK011_02,2012STWFA009,Grape Creek,75.11183,NULL,73,3,69,NULL,73,3
ID17040210SK007_02,2012STWFA010,Dry Creek,86.71009,79.13,64,2.67,76,76,64,2.67
ID17040210SK007_02,2012STWFA011,Green Creek,85.74665,75.10991,67,2.67,77,78,67,2.67
ID17040211SK007_02,2012STWFA013,Trout Creek,73.91672,68.84477,50,2.33,60,88,50,2
ID17040211SK000_02A,2012STWFA014,Little Cottonwood Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040213SK012_04,2012STWFA015,Shoshone Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040213SK014_03,2012STWFA016,Big Creek,38.48167,45.85817,43,1,54,70,43,1.67
ID17040213SK011_04,2012STWFA017,Shoshone Creek,51.30726,37.18106,59,0,55,89,59,2
ID17040219SK018_02,2012STWFA019,Horse Creek,85.12721,24.80543,72,0,72,73,72,2.33
ID17040219SK020_02,2012STWFA020,West Fork Prairie Creek,86.59421,73.46648,70,2.67,76,69,70,2
ID17040219SK021_03,2012STWFA023,Norton Creek,75.49777,43.27031,66,2.33,70,85,66,2.33
ID17040219SK021_02,2012STWFA024,Baker Creek,83.75598,40.59743,67,2.33,78,70,67,2
ID17040219SK021_02,2012STWFA026,Newman Creek,80.47224,70.79123,72,2.67,90,90,72,2.67
ID17040219SK014_02,2012STWFA028,Uncle Johns Gulch,69.33419,NULL,47,2,57,NULL,47,1.5
ID17040219SK014_03,2012STWFA029,Corral Creek,81.16425,60.44275,79,2.33,75,89,79,3
ID17040219SK014_02,2012STWFA030,Wilson Creek,57.56428,NULL,61,2,62,NULL,61,1.5
ID17040219SK017_02,2012STWFA031,Murdock Creek,70.84809,71.05793,66,2.67,63,81,66,2
ID17040219SK017_02,2012STWFA032,West Fork North Fork Big Wood River,75.72897,67.54957,77,2.67,71,80,77,2.33
ID17040219SK008_02,2012STWFA033,Quigley Creek,62.95341,60.32072,53,1.67,69,71,53,2.33
ID17040219SK027_03,2012STWFA034,Croy Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040219SK027_02,2012STWFA035,Elk Creek,68.4118,94.06125,51,2.33,65,35,51,1.67
ID17040219SK011_03,2012STWFA036,Cove Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040219SK027_02,2012STWFA037,Kelly Gulch,54.45494,74.54615,41,1.67,65,43,41,1.33
ID17040219SK028_03,2012STWFA038,Rock Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040212SK024_02,2012STWFA039,East Fork Dry Creek,85.15939,95.3409,75,3,74,79,75,2.67
ID17040212SK022_03,2012STWFA040,Dry Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040212SK023_02,2012STWFA041,West Fork Dry Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040212SK022_02,2012STWFA042,Middle Fork Dry Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040212SK022_03,2012STWFA043,Dry Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040213SK010_02,2012STWFA044,Bear Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040213SK010_02,2012STWFA045,Shack Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040213SK004_0L,2012STWFA046,House Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040211SK008_04,2012STWFA047,Goose Creek,61.29478,68.92166,53,2.33,67,62,53,1.67
ID17040221SK013_05,2012STWFA048,Little Wood River,74.35074,76.37739,59,2.33,78,83,59,2.33
ID17040221SK014_04,2012STWFA049,Muldoon Creek,59.20395,89.05066,65,2.67,62,89,65,2.33
ID17040219SK011_02,2012STWFA050,Federal Gulch,76.52637,25.43794,71,0,66,68,71,1.67
ID17040219SK011_03,2012STWFA051,East Fork Wood River,80.07343,64.70139,68,2.33,73,64,68,2
ID17040219SK018_02,2012STWFA052,Owl Creek,77.64024,79.12128,66,2.67,76,97,66,2.67
ID17040219SK011_02,2012STWFA053,Paymaster Gulch,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040219SK018_02,2012STWFA054,Big Wood River,81.26818,88.18369,70,3,78,90,70,2.67
ID17040219SK018_02,2012STWFA055,Titus Creek,88.39352,39.42647,75,2.33,82,65,75,2
ID17040220SK005_02,2012STWFA056,Buttercup Creek,92.5119,98.62756,37,2.33,87,86,37,2
ID17040220SK012_02,2012STWFA057,North Fork Soldier Creek,83.85744,93.28677,61,2.67,80,78,61,2.33
ID17040219SK014_03,2012STWFA058,Trail Creek,86.76794,84.73571,64,2.67,77,88,64,2.67
ID17040219SK019_02,2012STWFA059,Boulder Creek,71.93461,94.18911,68,3,55,82,68,2
ID17040221SK008_02,2012STWFA060,Fish Creek,73.27254,NULL,53,2,60,NULL,53,2
ID17040220SK025_02,2012STWFA065,UNT to McKinney Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040220SK023_03,2012STWFA066,McKinney Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17050102SW030_04,2013SBOIA001,Big Flat Creek,73.11777,75.63203,70,2.67,70,86,70,2.67
ID17050103SW012_03,2013SBOIA002,East Fork Sinker Creek,75.72971,62.51068,62,2.33,80,86,62,2.67
ID17050112SW013_05,2013SBOIA003,Grimes Creek,65.71249,24.38456,56,0,49,76,56,1.33
ID17050102SW033_02,2013SBOIA004,Deer Creek,87.42579,74.35996,67,2.67,81,62,67,2.33
ID17050108SW003_03,2013SBOIA005,Williams Creek,69.97103,89.77779,61,2.67,55,82,62,2.33
ID17050112SW014_04,2013SBOIA006,Granite Creek,52.13641,0.03372172,45,0,33,70,45,1
ID17050112SW012_02,2013SBOIA007,Elk Creek,78.92068,93.0618,75,3,81,98,75,2.67
ID17050111SW014_02,2013SBOIA008,Crooked River,87.17472,89.44401,74,3,96,95,74,2.67
ID17050111SW012_03,2013SBOIA009,Bear River,70.86496,97.2401,67,3,51,89,67,2
ID17050111SW012_02,2013SBOIA010,Bear Creek,73.05659,94.58334,81,3,54,94,81,2.67
ID17050201SW015_04,2013SBOIA011,Wildhorse River,70.68221,66.68503,68,2.33,58,78,68,2
ID17060210SL002_03,2013SBOIA012,Lake Fork,78.1246,59.80708,92,2.33,87,100,92,3
ID17060210SL004_02,2013SBOIA013,Paradise Creek,68.22682,85.91996,88,3,70,96,88,2.67
ID17050111SW001_02,2013SBOIA014,James Creek,78.57846,97.88563,67,3,60,82,67,2
ID17050111SW005_02,2013SBOIA015,Sawmill Creek,81.77208,83.97841,81,3,80,100,81,3
ID17050111SW008_02,2013SBOIA016,West Warrior Creek,75.39866,98.33334,73,3,72,92,73,2.67
ID17050111SW001_03,2013SBOIA017,Middle Fork Boise River,64.4445,82.91666,71,3,51,79,71,1.67
ID17050121SW007_02,2013SBOIA018,Silver Creek,70.52307,86.7615,72,3,50,55,72,1.33
ID17050123SW006_02,2013SBOIA019,Beaver Creek,64.28737,NULL,77,3,61,,77,2
ID17060208SL012_03,2013SBOIA020,North Fork Buckhorn Creek,81.84055,76.94183,81,2.67,82,71,81,2.33
ID17050123SW014_02,2013SBOIA021,Middle Fork Lake Fork,74.73186,65.20072,77,2.33,82,82,77,2.33
ID17050123SW014_03a,2013SBOIA022,South Fork Lake Fork,77.46036,67.41698,76,2.67,74,78,76,2.33
ID17050123SW020_02,2013SBOIA023,North Fork Twentymile Creek,82.51217,87.34607,81,3,69,71,81,2
ID17050124SW020_02,2013SBOIA024,Lost Creek,78.33347,61.46684,54,1.67,80,100,54,2.67
ID17050123SW022_02,2013SBOIA025,Fisher Creek,83.99561,42.98427,74,2.33,72,72,74,2.33
ID17050123SW004_02,2013SBOIA026,Big Creek,82.80894,62.91321,71,2.33,88,54,71,2
ID17050120SW009_03,2013SBOIA027,Canyon Creek,80.79434,79.02477,78,2.67,73,89,78,3
ID17050120SW004_02,2013SBOIA028,Wapiti Creek,90.94431,91.82477,72,3,81,95,72,2.67
ID17050120SW009_02,2013SBOIA029,Canyon Creek,85.64898,55.22377,74,2.33,84,83,74,2.33
ID17060205SL014_02,2013SBOIA030,Sheep Trail Creek,81.27983,NULL,69,3,69,NULL,69,2
ID17050111SW010_02,2013SBOIA031,Hunter Creek,77.73578,99.16666,77,3,72,98,77,2.67
ID17050111SW010_04,2013SBOIA032,North Fork Boise River,61.90599,58.31016,75,2.33,53,93,75,2.33
ID17050111SW013_02,2013SBOIA033,Big Owl Creek,64.84175,85.41666,71,3,58,97,71,2.33
ID17050111SW013_02,2013SBOIA034,Little Owl Creek,74.82098,65.70329,66,2.33,65,91,66,2.33
ID17060206SL003_03,2013SBOIA035,Big Creek,93.61988,NULL,76,3,95,NULL,76,2.5
ID17060206SL009_03,2013SBOIA036,Smith Creek,85.98053,88.63597,87,3,77,100,87,3
ID17060206SL009_02,2013SBOIA037,Placer Creek,95.55807,64.91315,91,2.33,92,96,91,3
ID17060206SL010_02,2013SBOIA038,Logan Creek,84.246,81.32668,85,3,77,100,85,3
ID17050113SW017_03,2013SBOIA039,Boardman Creek,81.14041,83.75,79,3,60,90,79,2.67
ID17050113SW024_03,2013SBOIA040,Skeleton Creek,81.71928,97.16906,78,3,64,99,78,2.67
ID17050113SW015_02,2013SBOIA041,Conant Creek,87.37528,79.73286,73,2.67,75,95,73,2.67
ID17010305PN002_02,2013SCDAA001,Cable Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN003_02,2013SCDAA002,Skalan Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN004_02,2013SCDAA003,UNT to Upper Spokane River ,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN004_02a,2013SCDAA004,Blackwell Island Canal ,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN015_03,2013SCDAA005,Hauser Lake Outlet ,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN016_02,2013SCDAA006,UNT to Hauser Lake ,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN005_02,2013SCDAA007,UNT to Hayden Lake ,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN005_02,2013SCDAA008,UNT to Hayden Lake ,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN007_02,2013SCDAA009,Jim Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN006_02,2013SCDAA010,Yellowbanks Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN013_02,2013SCDAA011,UNT to Twin Lakes ,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010302PN008b_02,2013SCDAA012,Shields Gulch,78.41104,81.13009,79,3,78,75,79,2.67
ID17010303PN001_02c,2013SCDAA013,Blue Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010302PN008b_02,2013SCDAA014,Shields Gulch,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN014_03,2013SCDAA015,Fish Creek,63.28401,89.70595,64,2.33,80,98,64,2.67
ID17010301PN029_02,2013SCDAA016,East Fork Cougar Gulch,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010301PN029_02,2013SCDAA017,Dennis Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010301PN029_02,2013SCDAA018,Nelson Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010301PN010_02,2013SCDAA019,Dam Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010301PN010_02,2013SCDAA020,Haystack Creek,75.31522,71.66129,74,2.67,76,73,74,2.33
ID17010301PN029_02,2013SCDAA021,West Fork Cougar Gulch,83.35632,85.10722,76,3,75,74,76,2.33
ID17010303PN022_02,2013SCDAA022,Killarney Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010303PN014_02,2013SCDAA023,Blackrock Gulch,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010303PN013_02,2013SCDAA024,Canary Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010303PN013_02,2013SCDAA025,Robinson Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010303PN010_02,2013SCDAA026,Clark Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010303PN011_02,2013SCDAA027,Willow Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010303PN008_02,2013SCDAA028,UNT to Anderson Lake ,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010303PN001_02e,2013SCDAA029,UNT to Powderhorn & Bell Bay ,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010213PN001_02,2013SCDAA030,Pole Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010213PN002_02,2013SCDAA031,UNT to Johnson Creek ,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010213PN002_02,2013SCDAA032,West Johnson Creek,73.14214,NULL,88,3,81,,88,3
ID17010213PN004_03,2013SCDAA033,Twin Creek,78.05615,61.32129,74,2.33,67,100,74,3
ID17010213PN004_02,2013SCDAA034,North Fork Twin Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010213PN004_02,2013SCDAA035,Delyle Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010213PN004_02a,2013SCDAA036,Dry Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010213PN003_02,2013SCDAA037,UNT to Clark Fork ,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010213PN009_02,2013SCDAA038,Mosquito Creek,62.57465,73.38673,73,2.33,65,83,73,2
ID17010213PN016_03,2013SCDAA039,Lightning Creek,70.89935,46.03093,69,2.33,69,77,70,2
ID17010213PN016_03,2013SCDAA040,Lightning Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010213PN016_02,2013SCDAA041,Porcupine Creek,63.50254,77.6999,85,2.33,70,85,85,2.67
ID17010213PN014_03,2013SCDAA042,East Fork Creek,49.98092,61.18461,68,1.67,65,67,68,1.67
ID17010213PN017_02,2013SCDAA043,Sheep Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010213PN018_02,2013SCDAA044,Rattle Creek,53.15343,82.59183,72,2.33,70,73,72,2.33
ID17010213PN019_03,2013SCDAA045,Lightning Creek,58.87756,53.313,74,2,73,63,74,2
ID17010213PN020_02,2013SCDAA046,Wellington Creek,61.34295,84,78,2.67,73,74,78,2.67
ID17010213PN013_04,2013SCDAA047,Lightning Creek,60.47857,25.48101,71,0,67,59,71,1.67
ID17010213PN015_02,2013SCDAA048,Savage Creek,53.76551,92.50431,81,2.33,70,87,81,2.67
ID17010213PN004_02,2013SCDAA049,Twin Creek,90.11796,99.5,86,3,87,86,87,2.67
ID17010214PN061_02,2013SCDAA050,Alder Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN001_02,2013SCDAA051,Sanborn Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN001_02,2013SCDAA052,Crazy Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN001_02,2013SCDAA053,Little Pine Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN001_03,2013SCDAA054,Blue Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN001_02,2013SCDAA055,Fox Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN030_02,2013SCDAA056,Pine Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN030_02,2013SCDAA057,Peewee Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN030_02,2013SCDAA058,UNT to West Branch Priest River,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN030_02,2013SCDAA059,UNT to West Branch Priest River,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN030_02,2013SCDAA060,Ole Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN001_02,2013SCDAA061,Murray Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN028_02,2013SCDAA062,Consalus Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN028_02,2013SCDAA063,Blonc Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN024_03,2013SCDAA064,Kalispell Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN024_02,2013SCDAA065,UNT to Kalispell Creek ,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN020_02,2013SCDAA066,UNT to Beaver Creek ,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN025_02,2013SCDAA067,North Fork Lamb Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN025_02,2013SCDAA068,Lamb Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN020_02,2013SCDAA069,Beaver Creek,69.3718,80.61955,85,2.67,72,97,85,2.67
ID17010215PN010_02,2013SCDAA070,North Fork Indian Creek,73.10939,99.33403,74,3,84,67,74,2
ID17010215PN010_02,2013SCDAA071,North Fork Indian Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN012_02,2013SCDAA072,Two Mouth Creek,69.99179,90.04568,80,3,79,84,80,2.67
ID17010215PN017_02,2013SCDAA073,East Fork Trapper Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN017_02,2013SCDAA074,Trapper Creek,82.25179,95.46468,75,3,78,100,75,3
ID17010215PN011_02,2013SCDAA075,Bear Creek ,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN004_02,2013SCDAA076,North Fork East River,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010215PN002_02,2013SCDAA077,Happy Fork,80.57304,95.29028,71,3,80,79,71,2.33
ID17010215PN004_02,2013SCDAA078,North Fork East River,82.11309,85.54705,78,3,89,79,78,2.67
ID17010215PN004_03,2013SCDAA079,North Fork East River,69.66336,76.50836,78,2.67,78,100,78,3
ID17010215PN022_04,2013SCDAA080,Granite Creek,68.88717,90.6218,82,3,84,100,82,3
ID17010215PN025_02,2013SCDAA081,Lamb Creek,50.06734,67.5,34,1.33,61,99,35,2
ID17010305PN014_02,2013SCDAA082,UNT to Fish Creek ,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN014_02,2013SCDAA083,UNT to Fish Creek ,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN014_03,2013SCDAA084,Fish Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN014_02,2013SCDAA085,Johnson Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN011_02,2013SCDAA086,Lewellen Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN011_02,2013SCDAA087,Sage Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN011_02,2013SCDAA088,UNT to Sage Creek ,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN010_03,2013SCDAA089,East Fork Hayden Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN010_02,2013SCDAA090,Cardin Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN010_02,2013SCDAA091,Ridge Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN010_02,2013SCDAA092,Ulrich Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN009_02,2013SCDAA093,Nilsen Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN008_02,2013SCDAA094,Mokins Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010305PN010_02,2013SCDAA095,North Fork Hayden Creek,74.21001,85.8966,70,3,69,75,70,2
ID17010305PN010_03,2013SCDAA096,East Fork Hayden Creek,74.6665,82.99689,70,3,76,69,70,2
ID17050113SW018_03,2013SDEQA004,Liberal Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17050120SW001_02,2013SDEQA011,Reservoir Creek,NULL,NULL,NULL,NULL,66,NULL,72,2
ID17050108SW006_04,2013SDEQA012,South Boulder Creek,NULL,NULL,NULL,NULL,88,NULL,75,3
ID17050111SW009_02,2013SDEQA015,Browns Creek,NULL,NULL,NULL,NULL,61,85,70,2
ID17050101SW012_03,2013SDEQA016,Little Canyon Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17050120SW013_02,2013SDEQA017,UNT to Clear Creek,NULL,NULL,NULL,NULL,84,,75,2.5
ID17060208SL032_03,2013SDEQA021,Quartz Creek,NULL,NULL,NULL,NULL,83,66,81,2.33
ID17050113SW027_04,2013SDEQA024,Feather River,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17050111SW015_03,2013SDEQA031,Rabbit Creek,NULL,NULL,NULL,NULL,47,83,71,1.67
ID17010304PN041_02c,2013SDEQA103,Midget Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010214PN036_03,2013SDEQA106,Grouse Creek,NULL,NULL,NULL,NULL,56,NULL,75,2
ID17010302PN011_03,2013SDEQA108,South Fork Coeur d'Alene River,NULL,NULL,NULL,NULL,26,77,69,1.67
ID17010301PN018_03a,2013SDEQA120,Declaration Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010302PN020_03,2013SDEQA124,Bear Creek,NULL,NULL,NULL,NULL,46,NULL,76,1.5
ID17010301PN012_02,2013SDEQA125,Hemlock Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010304PN027_02c,2013SDEQA128,Flemming Creek,NULL,NULL,NULL,NULL,85,100,92,3
ID17010104PN040_03,2013SDEQA129,Mission Creek,NULL,NULL,NULL,NULL,73,100,85,3
ID17010105PN004_02,2013SDEQA130,Deer Creek,NULL,NULL,NULL,NULL,,93,90,3
ID17010304PN060_03,2013SDEQA132,Loop Creek,NULL,NULL,NULL,NULL,59,60,82,2
ID17010214PN014_03,2013SDEQA136,Cocolalla Creek,NULL,NULL,NULL,NULL,33,100,70,2.33
ID17040104SK017_03,2013SDEQA205,Wolverine Creek,NULL,NULL,NULL,NULL,73,89,69,2.67
ID17060203SL083_03,2013SDEQA208,Indian Creek,NULL,NULL,NULL,NULL,67,67,78,2
ID17040203SK008_03,2013SDEQA209,Squirrel Creek,NULL,NULL,NULL,NULL,60,46,74,2
ID17060202SL038_02,2013SDEQA215,Morse Creek,NULL,NULL,NULL,NULL,70,92,84,3
ID17040202SK002_04,2013SDEQA218,Warm River,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040205SK021_02,2013SDEQA221,UNT to Eagle Creek,NULL,NULL,NULL,NULL,83,,69,3
ID17060204SL017_03,2013SDEQA224,Bear Valley Creek,NULL,NULL,NULL,NULL,77,82,95,2.67
ID17040204SK008_04,2013SDEQA225,Canyon Creek,NULL,NULL,NULL,NULL,80,70,68,2.67
ID17040217SK022_03,2013SDEQA231,Wet Creek,NULL,NULL,NULL,NULL,72,64,64,2.33
ID17040205SK005_04,2013SDEQA233,Willow Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17060306CL028_03,2013SDEQA310,Lolo Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17060308CL030_02,2013SDEQA311,Pete Creek,NULL,NULL,NULL,NULL,73,69,70,2
ID17060306CL057_02,2013SDEQA315,East Fork Big Bear Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17060209SL057_02,2013SDEQA316,Johns Creek,NULL,NULL,NULL,NULL,35,57,72,1.67
ID17060303CL035_02,2013SDEQA320,Pack Creek,NULL,NULL,NULL,NULL,57,88,90,2.67
ID17060302CL003_04,2013SDEQA322,O'Hara Creek,NULL,NULL,NULL,NULL,68,76,83,2.33
ID17060303CL010_04,2013SDEQA326,Boulder Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17060308CL003_03,2013SDEQA327,Reeds Creek,NULL,NULL,NULL,NULL,38,75,76,1.67
ID17060302CL050_04,2013SDEQA334,Gedney Creek,NULL,NULL,NULL,NULL,66,78,80,2.33
ID17060306CL029_03,2013SDEQA337,Eldorado Creek,NULL,NULL,NULL,NULL,48,80,68,1.67
ID17060207SL007_02,2013SDEQA338,Slaughter Creek,NULL,NULL,NULL,NULL,77,93,83,3
ID16010202BR001_03,2013SDEQA416,Spring Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040105SK003_02,2013SDEQA418,UNT to Tincup Creek,NULL,NULL,NULL,NULL,46,NULL,58,1.5
ID16010202BR014_02d,2013SDEQA424,UNT to Jacobson Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040207SK030_03,2013SDEQA425,Wolverine Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040105SK007_02f,2013SDEQA427,Draney Creek,NULL,NULL,NULL,NULL,48,NULL,62,1.5
ID17040208SK022_03,2013SDEQA440,Pebble Creek,68.94263,73.1239,75,2.67,78,72,75,2.67
ID17040206SK001_02,2013SDEQA441,UNT to American Falls Reservoir,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040207SK022_02,2013SDEQA446,Sheep Creek,NULL,NULL,NULL,NULL,36,91,68,1.67
ID17040207SK009_03,2013SDEQA462,Little Blackfoot River,NULL,NULL,NULL,NULL,NULL,NULL,,
ID16010202BR004_02,2013SDEQA475,UNT to Logan River,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040105SK006_03,2013SDEQA478,Stump Creek,NULL,NULL,NULL,NULL,62,88,55,2.33
ID16010102BR005_02a,2013SDEQA483,Dip Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040208SK004_03a,2013SDEQA487,Mink Creek,75.46688,80.43083,63,2.67,65,48,63,2
ID17040105SK003_03,2013SDEQA490,Tincup Creek,NULL,NULL,NULL,NULL,43,100,69,2.33
